hotspot_name,hotspot_type,violations,avg_severity,avg_vehicle_impact,recurrence_days,latitude,longitude
10TH CROSS ROAD YALAPPA GARDEN MALLESHWARAM BENGALURU KARNATAKA PIN560003 INDIA,ROAD_SEGMENT,1,2.0,3.0,1,13.0010241,77.5722158
10TH MAIN ROAD ANNAYAPPA COLONY HAL STAGE 3 NEW THIPPASANDRA BENGALURU KARNATAKA PIN560075 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,12.9721857,77.6536126
10TH MAIN ROAD BANASHANKARI 1ST STAGE ASHOKA NAGARA BENGALURU WEST CITY CORPORATION BENGALURU BANGALORE NORTH BENGALURU URBAN KARNATAKA 560050 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,12.940137,77.5576986
10TH MAIN ROAD BKL COLONY BOMMANAHALLI BENGALURU KARNATAKA PIN560068 INDIA,ROAD_SEGMENT,23,1.9130434782608696,2.347826086956522,14,12.90586242173913,77.62993545652174
10TH MAIN ROAD BLOCK 4 NANDINI LAYOUT BENGALURU KARNATAKA PIN560096 INDIA,ROAD_SEGMENT,1,5.0,3.0,1,13.01602,77.5314461
10TH MAIN ROAD BLOCK A SUBRAMANYA NAGAR STAGE 2 RAJAJI NAGAR BENGALURU KARNATAKA PIN560010 INDIA,ROAD_SEGMENT,5,1.2,2.4,4,13.007857300000001,77.55735514
10TH MAIN ROAD BLOCK C KP AGRAHARA BENGALURU KARNATAKA PIN560023 INDIA,ROAD_SEGMENT,1,1.0,1.0,1,12.974483,77.5573837
10TH MAIN ROAD DHONDUSA LAYOUT BASAVANAGUDI BENGALURU KARNATAKA PIN560004 INDIA,ROAD_SEGMENT,1,5.0,4.0,1,12.94148676625634,77.56591872645386
10TH MAIN ROAD FILOR HOUSE AECS LAYOUT A BLOCK KUDLU BENGALURU KARNATAKA PIN560068 INDIA,ROAD_SEGMENT,3,2.0,4.0,1,12.882549332795913,77.64955139837603
10TH MAIN ROAD GRACE TOWN HBR LAYOUT BENGALURU KARNATAKA PIN560043 INDIA,ROAD_SEGMENT,1,2.0,1.0,1,13.028872,77.6311181
10TH MAIN ROAD ITI LAYOUT BOMMANAHALLI BENGALURU KARNATAKA PIN560068 INDIA,ROAD_SEGMENT,1,4.0,4.0,1,12.90246982548289,77.64125450219566
10TH MAIN ROAD JUDICIAL OFFICERS HBCS GANGA NAGAR BENGALURU KARNATAKA PIN560032 INDIA,ROAD_SEGMENT,2,1.0,3.0,1,13.0245252,77.5930556
10TH MAIN ROAD KEB QUARTERS STAGE 4 YELAHANKA NEW TOWN BENGALURU KARNATAKA PIN560064 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,13.0981558,77.5696556
10TH MAIN ROAD KEREKODI PALYA BANASHANKARI STAGE 3 BENGALURU KARNATAKA PIN560085 INDIA,ROAD_SEGMENT,1,2.0,1.0,1,12.9295321,77.5351542
10TH MAIN ROAD MOUNT JOY EXTENSION HANUMANTHA NAGAR BENGALURU KARNATAKA PIN560004 INDIA,ROAD_SEGMENT,5,1.4,2.6,3,12.940262780000001,77.56453226
10TH MAIN ROAD NANDINI LAYOUT BENGALURU KARNATAKA PIN560096 INDIA,ROAD_SEGMENT,3,4.0,4.0,2,13.016113533333334,77.53121753333333
10TH MAIN ROAD PALACE ORCHARD APARTMENT RMV EXTENSION SADASHIVA NAGAR BENGALURU KARNATAKA PIN560080 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,13.0115153,77.5793922
10TH MAIN ROAD POORNAPRAGNA HOUSING SOCIETY LAYOUT KODIPUR BENGALURU KARNATAKA PIN560061 INDIA,ROAD_SEGMENT,2,1.0,2.0,1,12.9099655,77.5345151
10TH MAIN ROAD PT COLONY RT NAGAR BENGALURU KARNATAKA PIN560032 INDIA,ROAD_SEGMENT,54,1.5740740740740742,2.4444444444444446,20,13.02434372037037,77.59374112962962
10TH MAIN ROAD SHANTINIKETAN LAYOUT ARAKERE BENGALURU KARNATAKA PIN560076 INDIA,ROAD_SEGMENT,1,1.0,1.0,1,12.8833483,77.60725
10TH MAIN ROAD SHRI SATYA SAI CIRCLE JAYANAGAR BENGALURU KARNATAKA PIN560041 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,12.9216785,77.5847599
10TH MAIN ROAD SRI SRINIVASA NAGAR CIRCLE BANASHANKARI STAGE 1 BENGALURU KARNATAKA PIN560050 INDIA,ROAD_SEGMENT,12,1.8333333333333333,2.1666666666666665,2,12.9380135898476,77.5573163275477
10TH MAIN ROAD ST BED LAYOUT EXTENSION BLOCK 4 KORAMANGALA BENGALURU KARNATAKA PIN560034 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,12.933252,77.6309473
10TH MAIN ROAD THE METROPOLITAN COOPERATIVE HOUSING SOCIETY SECTOR 4 HSR LAYOUT BENGALURU KARNATAKA PIN560102 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,12.9124168,77.6357411
10TH MAIN ROAD VALLIAPPA NAGAR BENGALURU KARNATAKA PIN560001 INDIA,ROAD_SEGMENT,4,2.0,3.0,1,12.99235415,77.592019975
10TH MAIN ROAD VINAYAKA LAYOUT NAGARBHAVI STAGE 2 BENGALURU KARNATAKA PIN560072 INDIA,ROAD_SEGMENT,2,2.0,3.5,2,12.96196865,77.50915180000001
11 1ST A MAIN ROAD SECTOR A YELAHANKA NEW TOWN YELAHANKA SATELLITE TOWN BENGALURU NORTH CITY CORPORATION BENGALURU YELAHANKA TALUKU BENGALURU URBAN KARNATAKA 560064 INDIA,ROAD_SEGMENT,1,2.0,1.0,1,13.0976841,77.5842765
11 EAST PARK ROAD SADASHIVANAGAR SADASHIVA NAGARA BENGALURU WEST CITY CORPORATION BENGALURU BANGALORE NORTH BENGALURU URBAN KARNATAKA 560001 INDIA,ROAD_SEGMENT,2,1.5,2.5,2,13.00841145,77.57069014999999
111 VARTHUR MAIN ROAD GANDHI CIRCLE VARTHUR BENGALURU EAST CITY CORPORATION BENGALURU BANGALORE EAST BENGALURU URBAN KARNATAKA 560087 INDIA,ROAD_SEGMENT,1,2.0,1.0,1,12.9423434,77.7474859
111112 7TH ROAD EPIP ZONE BHARATH AIKYA WARD BENGALURU EAST CITY CORPORATION BENGALURU BANGALORE EAST BENGALURU URBAN KARNATAKA 560066 INDIA,ROAD_SEGMENT,1,2.0,1.0,1,12.9800722,77.7253356
1112 ABHAYADHAMA ROAD AMBEDKAR NAGAR SM KRISHNA WARD BENGALURU EAST CITY CORPORATION BENGALURU BANGALORE EAST BENGALURU URBAN KARNATAKA 560066 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,12.9796387,77.7507959
1126 9TH MAIN ROAD SECTOR 7 HSR LAYOUT BENGALURU SOUTH CITY CORPORATION BENGALURU BANGALORE SOUTH BENGALURU URBAN KARNATAKA 560102 INDIA,ROAD_SEGMENT,1,1.0,2.0,1,12.9119729,77.6352496
1127 9TH MAIN ROAD SECTOR 7 HSR LAYOUT BENGALURU SOUTH CITY CORPORATION BENGALURU BANGALORE SOUTH BENGALURU URBAN KARNATAKA 560102 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,12.9121273,77.6351992
1141 17TH CROSS ROAD SECTOR 7 HSR LAYOUT BENGALURU SOUTH CITY CORPORATION BENGALURU BANGALORE SOUTH BENGALURU URBAN KARNATAKA 560102 INDIA,ROAD_SEGMENT,3,2.0,1.0,1,12.9124168,77.6327532
1160 5TH MAIN ROAD SECTOR 7 HSR LAYOUT BENGALURU SOUTH CITY CORPORATION BENGALURU BANGALORE SOUTH BENGALURU URBAN KARNATAKA 560102 INDIA,ROAD_SEGMENT,1,2.0,1.0,1,12.910677098788264,77.63247569941092
11TH A CROSS ROAD BOMMANAHALLI BENGALURU KARNATAKA PIN560068 INDIA,ROAD_SEGMENT,2,2.0,1.0,2,12.903021299999999,77.62521165
11TH A CROSS ROAD RAMEGOWDA LAYOUT PEENYA BENGALURU KARNATAKA PIN560058 INDIA,ROAD_SEGMENT,2,2.0,2.5,2,13.01418615,77.49210625
11TH CROSS ROAD ACHARYA SRI RAMANUJA CIRCLE MALLESHWARAM BENGALURU KARNATAKA PIN560003 INDIA,ROAD_SEGMENT,76,1.736842105263158,1.6842105263157894,18,13.001898219736843,77.57085121052631
11TH CROSS ROAD BASHYAM CIRCLE SADASHIVA NAGAR BENGALURU KARNATAKA PIN560080 INDIA,ROAD_SEGMENT,2,1.0,3.0,2,13.00744835,77.5783141
11TH CROSS ROAD BYADARAHALLI BENSON TOWN BENGALURU KARNATAKA PIN560046 INDIA,ROAD_SEGMENT,2,2.0,3.0,1,12.99839085,77.60638835
11TH CROSS ROAD CHIKKA BIDDAPPA LAYOUT GARVEBHAVI PALYA BENGALURU KARNATAKA PIN560068 INDIA,ROAD_SEGMENT,4,2.0,2.75,2,12.890500075,77.638467975
11TH CROSS ROAD GANAPATHINAGAR SAHAKARA NAGAR BENGALURU KARNATAKA PIN560092 INDIA,ROAD_SEGMENT,1,2.0,3.0,1,13.0636217,77.5898067
11TH CROSS ROAD GOVIANU JODIDHAR ATLANTIS BYATARAYANAPURA BENGALURU KARNATAKA PIN560092 INDIA,ROAD_SEGMENT,1,2.0,3.0,1,13.063735,77.58969
11TH CROSS ROAD ITI LAYOUT CHANDRA LAYOUT STAGE 1 BENGALURU KARNATAKA PIN560072 INDIA,ROAD_SEGMENT,1,5.0,5.0,1,12.9496297,77.5229762
11TH CROSS ROAD KADUMALLESHWARA MALLESHWARAM BENGALURU KARNATAKA PIN560003 INDIA,ROAD_SEGMENT,24,1.9583333333333333,2.2083333333333335,8,13.001466012500002,77.5696603625
11TH CROSS ROAD KGH LAYOUT GANGA NAGAR BENGALURU KARNATAKA PIN560032 INDIA,ROAD_SEGMENT,1,2.0,3.0,1,13.0273668,77.58612
11TH CROSS ROAD LAXMAIAH BLOCK GANGA NAGAR BENGALURU KARNATAKA PIN560024 INDIA,ROAD_SEGMENT,69,1.5217391304347827,2.2318840579710146,30,13.027626723188407,77.58602637971015
11TH CROSS ROAD MARUTHI EXTENSION VINAYAKA LAYOUT MALLESHWARAM BENGALURU KARNATAKA PIN560003 INDIA,ROAD_SEGMENT,1,2.0,3.0,1,13.001719,77.5636089
11TH CROSS ROAD METRO URBANO MUNI REDDY LAYOUT GARVEBHAVI PALYA BENGALURU KARNATAKA PIN560068 INDIA,ROAD_SEGMENT,30,2.0,2.933333333333333,19,12.89235654,77.63751070666667
11TH CROSS ROAD MUNI REDDY LAYOUT GARVEBHAVI PALYA BENGALURU KARNATAKA PIN560068 INDIA,ROAD_SEGMENT,1,2.0,3.0,1,12.8919693,77.6379582
11TH CROSS ROAD NARAYANPURA WILSON GARDEN BENGALURU KARNATAKA PIN560030 INDIA,ROAD_SEGMENT,2,2.0,1.0,1,12.9493857,77.5990984
11TH CROSS ROAD NETHRAVATHI BLOCK VIJAYA ENCLAVE MULKI SUNDAR RAM SHETTY NAGAR BENGALURU KARNATAKA PIN560076 INDIA,ROAD_SEGMENT,1,1.0,1.0,1,12.8940914,77.6096705
11TH CROSS ROAD OLD PRABHU LAYOUT KUDLU BENGALURU KARNATAKA PIN560068 INDIA,ROAD_SEGMENT,2,2.0,2.0,1,12.886841751563848,77.64882136
11TH CROSS ROAD OSCAR ORCHARDS SAHAKARA NAGAR BENGALURU KARNATAKA PIN560092 INDIA,ROAD_SEGMENT,1,3.0,3.0,1,13.0626783,77.585285
11TH CROSS ROAD OZONE MANAY TECH PARK GARVEBHAVI PALYA BENGALURU KARNATAKA PIN560068 INDIA,ROAD_SEGMENT,27,2.0,3.5185185185185186,11,12.892344744444445,77.63751391851851
11TH CROSS ROAD PARESH APARTMENT KADUMALLESHWARA MALLESHWARAM BENGALURU KARNATAKA PIN560003 INDIA,ROAD_SEGMENT,17,1.8235294117647058,2.176470588235294,3,13.001884276470589,77.56892850588235
11TH CROSS ROAD PHASE 2 RAMESH NAGAR VIMANAPURA BENGALURU KARNATAKA PIN560037 INDIA,ROAD_SEGMENT,3,1.0,3.0,1,12.960769966666668,77.68175280000001
11TH CROSS ROAD PRESTIGE TECHNOSTAR INDUSTRIAL AREA PHASE 1 DODDANEKUNDI BENGALURU KARNATAKA PIN560048 INDIA,ROAD_SEGMENT,1,2.0,2.0,1,12.9719181,77.7114168
11TH CROSS ROAD RAHAMANIYA NAGAR PADARAYANAPURA BENGALURU KARNATAKA PIN560026 INDIA,ROAD_SEGMENT,1,5.0,2.0,1,12.9643399,77.5489606
11TH CROSS ROAD RAJIV GANDHI NAGAR LAGGERE BENGALURU KARNATAKA PIN560058 INDIA,ROAD_SEGMENT,2,1.0,1.0,1,13.0021731,77.5253143
11TH CROSS ROAD RAMEGOWDA LAYOUT PEENYA BENGALURU KARNATAKA PIN560058 INDIA,ROAD_SEGMENT,2,2.0,1.0,1,13.0141019,77.4933278
11TH CROSS ROAD SECTOR 10 LIC COLONY JEEVAN BIMA NAGAR BENGALURU KARNATAKA PIN560075 INDIA,ROAD_SEGMENT,2,1.0,1.0,1,12.9695233,77.6547795
11TH CROSS ROAD SECTOR 4 HSR LAYOUT BENGALURU KARNATAKA PIN560102 INDIA,ROAD_SEGMENT,1,1.0,3.0,1,12.9194567,77.645
11TH CROSS ROAD SJR BROOKLYN APARTMENT KUNDALHALLI BENGALURU KARNATAKA PIN560037 INDIA,ROAD_SEGMENT,4,2.5,2.75,4,12.97180235,77.71154097499999
11TH CROSS ROAD SRI CHAMUNDI TOWERS KRISHNA REDDY INDUSTRIAL AREA GARVEBHAVI PALYA BENGALURU KARNATAKA PIN560068 INDIA,ROAD_SEGMENT,12,2.0,3.6666666666666665,5,12.892657666666667,77.63726873333333
11TH CROSS ROAD SRI GURUKRUPA LAYOUT NAGARBHAVI STAGE 2 BENGALURU KARNATAKA PIN560072 INDIA,ROAD_SEGMENT,1,2.0,1.0,1,12.9608083,77.509515
11TH CROSS ROAD STAGE 2 INDIRANAGAR BENGALURU KARNATAKA PIN560038 INDIA,ROAD_SEGMENT,12,3.25,1.5,2,12.978645066666667,77.63837685833333
11TH CROSS ROAD VIDYAGIRI RESIDENCY VIDYAGIRI LAYOUT CHANDRA LAYOUT STAGE 1 BENGALURU KARNATAKA PIN560072 INDIA,ROAD_SEGMENT,1,2.0,1.0,1,12.9548843,77.5187665
11TH MAIN ROAD ANDRAHALLI BENGALURU WEST CITY CORPORATION BENGALURU BANGALORE NORTH BENGALURU URBAN KARNATAKA 560058 INDIA,ROAD_SEGMENT,1,2.0,2.0,1,13.0141393,77.4927387
11TH MAIN ROAD BLOCK 4T EAST JAYANAGAR BENGALURU KARNATAKA PIN560041 INDIA,ROAD_SEGMENT,1,2.0,1.0,1,12.9217693,77.5857973
11TH MAIN ROAD BOMMANAHALLI INDUSTRIAL AREA BOMMANAHALLI BENGALURU KARNATAKA PIN560068 INDIA,ROAD_SEGMENT,1,2.0,2.0,1,12.9056214,77.6300848
11TH MAIN ROAD FILOR HOUSE AECS LAYOUT A BLOCK KUDLU BENGALURU KARNATAKA PIN560068 INDIA,ROAD_SEGMENT,7,2.0,4.285714285714286,1,12.88244826356238,77.65022277191846
